,text,label
820,mager unhappy ,1
882,You deserve a vacation happy,0
953,denunciate,1
1724,succes,0
681,fancy,0
38,acerbate,1
1597,shimmering,0
2807,mangles,1
640,Ruby was rehomed for times before she was for months old  now loves her forever home. Pls always consider rescue when,0
2639,lackey,1
784,gainfully,0
1550,I think I've finally figured out the tattoo I'm getting in August :D,0
233,have you tried these new hacks?! **TRYING DUMB LIFE HACKS 17**,0
3266,perturb,1
3292,picky,1
1746,frantically,1
884,hardier,0
1945,Released my 3rd episode of programming for everyone! Be sure to check it out happy,0
889,defiance,1
354,blather,1
496,Don't be buffalo unhappy ,1
3503,rejected,1
1456,NEW VIDEO!Stream Montage - we finally unboxed a Spectrum Knife :)Hope you like it! here:,0
2847,merciless,1
2206,impoverished,1
666,fabulously,0
1317,why are your campervan tickets so expensive? unhappy ,1
1989,haunt,1
697,fastest-growing,0
2367,inevitably,1
1386,drawbacks,1
2210,suuuuuuuuss scared crying ,1
1737, looking forward to you visiting! You've picked a great day too,0
357,bleakness,1
613,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,1
1770,sweetly,0
378,Thanks much appreciated happy  The magic of,0
493,busts,1
2275,incompetence,1
2078,Didn't keep it unhappy ,1
701,corrosion,1
1608, thank you kpop crying with joy,0
607,commotion,1
1213,novelty,0
798,genius,0
1779,Thank you so much sir happy  please watch the film and call me happy,0
421,Okey unhappy ,1
1285,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for.. cont1,1
1830,treasure,0
258,celebrate,0
1130,Feel like i shoyould be telling you to get the fuck out social media byout also feel really mean because unhappy  silence  love yoyou hope yoyoure okay ,1
2266,this is jimin to yoongi unhappy  .7,1
4193,tanked,1
1376,promptly,0
1965,harridan,1
3810,shrouded,1
1077,Bby unhappy  your emotion  ,1
715,heeeeey notice me unhappy ,1
4280,tortures,1
1809,time-honored,0
861,guidance,0
1111,Mummy,0
3523,repetitive,1
718,fertile,0
3382,procrastination,1
2160,impasse,1
714,As in most used. Stats don't care about motivation happy,0
1382,drains,1
77,aggravating,1
2778,macabre,1
873,declaim,1
1364, in fact. ,1
4464,uninsured,1
632,excitedness,0
863,deceitful,1
312,betrayals,1
200,astray,1
1951,hardball,1
1115,i welcome you to germany then. i have no authority to welcome you in the other countries though! happy,0
3679,scandels,1
3904,smoulder,1
1784,fruitless,1
611,complained,1
3177,oversimplification,1
2624,kill,1
2546,irrationalities,1
1271,peaceful,0
587,clouding,1
530,Not surprised that I have the least amount of followers out of the whole cast sad  LOL,1
1323,powerful,0
2960,moron,1
947,illuminating,0
4010,stall,1
4746,worthless,1
2721,limited,1
1430,reasoned,0
2651,lambast,1
1820,top-quality,0
4772,wrongly,1
463,bulkiness,1
1428,reasonable,0
673,faithfully,0
720,it's getting harder and harder to stay unhappy ,1
3697,scoff,1
131,i took a full drink into my uber; i guess you could say instant message pretty wild. These are the Tuesdays we'll never forget happy,0
708,corrupts,1
2112, no sign of Garry Barlow yet sad ,1
1732,forlornly,1
1589,sensibly,0
1059,:^) hello ,1
866,Definitely my arms unhappy  .13,1
1198,nicely,0
1783,tenacious,0
3756,servitude,1
2670,laughable,1
1068,A year ago today is the last time Sakho played for us unhappy ,1
1102,disagreed,1
1075,dim,1
1579,self-determination,0
3026,nervously,1
1424,me everything and anything these days,0
90,agonizingly,1
1487,erratically,1
3837,skeptically,1
237,brilliance,0
1735,sumptuous,0
454,Thanks for the recent follow Happy to connect happy  have a great Thursday..31,0
1724, new job starts in to  weeks! :D,0
58,hakyeon turns 27 soon oh my god no he's still a baby unhappy ,1
1167,now i don%27t want to go camp unhappy ,1
3907,smudged,1
1878,gravely,1
4003,stagnate,1
1346,pride,0
2265, Nick? Might he deliver WHEN the time demands it. Story of his life - ,1
3138,outraged,1
781,gain,0
263,barbarously,1
2318,indeterminably,1
656,i tak ambik wedding package cause i is poor unhappy  i ambik aromaterapi massage je hajxjsjsj. Hehe see uuuu jwa ,1
672,conspiratorial,1
2998,nastily,1
1842,trust,0
341,blabber,1
45,aching,1
1876,unlimited,0
1694,fleed,1
1637,same unhappy ,1
4387,uncompetitive,1
1482,Last day of the camp tomorrow,1
3636,rusty,1
775,fulfillment,0
2883,miserableness,1
1574,morning happy,0
2583,issue,1
1819,Nice! Some really nice stuff there! Mostly black dresses which i won't get away with for a June wedding though unhappy ,1
4116,subjugate,1
1055,Many thanks,0
562,enrich,0
1341,prestige,0
2733,loathsome,1
4322,trickery,1
2442,insecurity,1
3776,shameless,1
201,beutifully,0
113,In other words they never missed articles happy,0
205,Haha thanks fansnim! happy,0
399,bore,1
1517, I'm very jealous of you all unhappy  Please go see 18:40 - Green Room on Sat! ,1
1586,Feeling bad unhappy  with 89 others,1
973,improves,0
928,delusional,1
569,enthrall,0
1218,dismay,1
1657,true,0
1729,Been streaminuteg for 45 minute not understanding a thing and still.. unhappy ,1
956,I could write paragraphs about it xDShame its theoretically impossible in real life unhappy ,1
293,clear-cut,0
1146,keep loving Deepika ,0
1596, you can get a professional one here,0
737,flatter,0
1645,sophisticated,0
2427,injure,1
857,Thanks for being High Value Member  this week,0
1135,majestic,0
1654,I just wanted to say thank you for following me,0
1144,True unhappy ,1
4302,trap,1
2157,- Thanks for being top engaged community members this week happy   Grow your followers with,0
30,admiration,0
273,cheer,0
2920,mistaken,1
561,cheating,1
594,coerce,1
402,bores,1
453,New Upcoming Heroes REVEALED! WUKONG,0
1928,hairloss,1
818,glorious,0
1245,EDM pleaseeeeeeeee   unhappy ,1
1093, rather than the UK,0
4633,victimize,1
3300,pitiable,1
39,fun and funny.... this book will warn up your kindle at night happy,0
4268,tiring,1
2717,lifeless,1
361,blemish,1
1397,droop,1
892,deficiencies,1
1864,undaunted,0
1182,It was not your fault,1
1519,revives,0
735,crashing,1
742,flexibility,0
4669,wail,1
2762,low-rated,1
1790,frustratingly,1
2669,latency,1
911,Goodevening happy,0
4024,stealing,1
1436,recommend,0
1422,When i got doubts about my summer happiness. Why zcc? unhappy ,1
4246,threatening,1
71,afordable,0
3882,slump,1
835,gooood,0
1514,I don't think you'd understand how much a stream would mean happy  even if it is very make-do,0
3178,oversimplified,1
2769,lumpy,1
1018,desultory,1
2022,well that's terrible unhappy ,1
3818,sickly,1
13,accomplish,0
3966,spitefully,1
666,I wish I was meeting OA again unhappy ,1
4503,unproductive,1
4110,sty,1
1190,Good Morning Peady,0
2229,impure,1
1591,happy birthday ! happy  hope you have a good one,0
4612,vengeful,1
1958,you might set the whole place on fire.  ,1
2499,intimidating,1
4144,suffering,1
173,beautifullly,0
1903,valiantly,0
2125,ill-tempered,1
752,foremost,0
1832,trendy,0
1212,dislocated,1
1303,distains,1
2102,HAPPY 16th BIRTHDAY TO MY BFF! I may only be 15 and a half but I'll have you to take me places happy  have a great birt,0
982,desecrate,1
707,Made my day! Great story happy,0
1348,privilege,0
1418,rational,0
1365,downheartedly,1
1450,Work at 7 this morning unhappy ,1
4462,unimportant,1
321,The tutorial of Michel Grundstein Distinguishing Information from Knowledge..  will start at 15pm. Be here happy,0
1667,finagle,1
666,conservative,1
413,bragger,1
267,bashed,1
879,decrepitude,1
4536,unsettlingly,1
29,I want fun plans this weekend unhappy ,1
1124,luxurious,0
1634,snazzy,0
171,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.7,1
4300,transgress,1
1690,flaw,1
1431,reassurance,0
1865,understandable,0
4026,steep,1
4439,unfamiliar,1
768,criticizing,1
1493,Definitely my arms unhappy  .14,1
804,why did she delete the tweet,1
322,U GUYS ARE NOT NOTICING ME unhappy ,1
2926,mistrustful,1
1898,useable,0
1045,Same unhappy  I've unfollowed so many people ugh,1
1669,fissures,1
1458,endanger,1
4089,stuffy,1
3332,polution,1
1007,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get this.1,0
214, love it unhappy ,1
2177,imperiously,1
960,deplorably,1
1084, this isn't,0
844,death,1
4338,tumultuous,1
2806,mangled,1
244,Go to Five Below. You can get a decent protective case that's cute for 5 bucks happy  it's where I got mi,0
3994,squeak,1
41,ache,1
648,conflicting,1
4767,wripped,1
4603,vagrant,1
815,glitter,0
683,contemptuous,1
109,appeal,0
1541,robust,0
2536,irksomely,1
1539,yes... kind of funny and creepy at the same time  happy,0
1404,drowning,1
1696,fleer,1
1270,disruption,1
490,To all FLA members and officers who are going to Cebu tomorrow silence  Godbless piss off mga ante and angkol!  happy,0
3220,paralyzed,1
261,celebratory,0
212,bolster,0
3926,sneakily,1
1117,disapprobation,1
405,bother,1
4037,stifle,1
1454,Ohh welcome to CLXSSlC chanyeol oppa! Or should I call you with richard? Kalau jadi sayang gimana? unhappy ,1
579, Order what ever you want to eat through our website.May you all have a great day happy.2,0
4231,terrorize,1
1381,draining,1
952,So many cool games and updates release today. happy,0
365,cost-effective,0
128,rt if you hate me crying with joy,0
359,bleeding,1
1559,salutary,0
3001,naughty,1
301,bereave,1
1357,productive,0
137,fuck. tried changing my settings but still in india. unhappy ,1
630, val and reggie had more screentime riverdale wouldn't be half as bad as it is happy,0
841,PSA: REMEMBER THIS WHEN YOU ASK ARTISTS TO DRAW FOR YOU. I'd say the same thing for writers but apparently commissi ,1
260,barbarically,1
1791,thankful,0
2599,jeering,1
4706,wheedle,1
2709,licentious,1
1675,Unnamed: 223,0
2443,insensible,1
1252,dispute,1
2484,insupportably,1
4447,unfortunately,1
1236,outstanding,0
90,ambitiously,0
908,good morning i had a nightmare and i'm still wondering why maddie hates me. this is only the beginning of the day unhappy ,1
728, get a dog. :D,0
3158,overdo,1
1660, Who hacked me unhappy ,1
2881,miser,1
719,crack,1
881,happiness,0
1054,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?.1,0
3560,resurgent,1
194,aspersions,1
1032,irreproachable,0
484,ecstatic,0
3779,shark,1
2897,misinform,1
1156,Thanks for the recent follow Happy to connect happy  have a great Thursday..13,0
1247,displeasing,1
808,glee,0
1047,friendly fire to wings tour unhappy ,1
1956,whoa,0
974,improving,0
858,I've been given a Custom Console Bundle to giveaway! happy  this tweet  be following me to enter! Ends,0
1733,forsake,1
514, i don't think i'll be ever to edit long videos here unhappy  i'll go try another editing software ,1
2026,Hahaa I'm second best always happy,0
865,gusto,0
2056,horrendous,1
1450,redemption,0
4766,wrip,1
3771,shambles,1
4255,thumb-down,1
170,appall,1
1809,Rt for an indirect from and me happy,0
3720,scream,1
672,faithful,0
240,backward,1
1134,magnificently,0
2229,And the website is down since long happy,0
571,enthuse,0
3869,sloth,1
1886,? News ? :D,0
850,Thanks for the follow! happy,0
459,I miss my baby unhappy  ,1
1275,mutual: let's talk more!me: for sure!mutual:  happy  me:.1,0
1697, Another ATBB on it's way ! I wish Srk Sir starts signing good movies unhappy  ,1
469,why am i not in aus with alisha unhappy  imagine the things we could be doing,1
3275,perverts,1
2281,Not really I am a Labour supporter and am actually quite glad happy  I mean how much did he claim in 2009 fuck off,0
283, i was telling you to read a book today. knowledge is power. knowledge is growth. kee.1,0
4201,tattered,1
162,Weare are u? unhappy  ,1
1655,fickle,1
745,flourishing,0
988,desolate,1
336,bitter,1
1561,sane,0
60, have a great Thursday! Looking forward to reading your tweets happy  Want this ?,0
1931,hallucinate,1
2298, does it have flip out scr ,1
4714,wicked,1
1832,Hehe take care Andy friend happy,0
997,inpressed,0
1252,Think it would drive me mad once the synths and other robots turned up. unhappy ,1
4608,vanity,1
1793,thoughtful,0
801,cursed,1
342,consistent,0
967,Should have had Farnell Fursday isn%27t it happy  all meet up at Tax and Pounds happy,0
4023,steal,1
1075,led,0
724,festive,0
698,controversy,1
2545,irrational,1
1644,felon,1
185,arrogant,1
48,advantageous,0
4299,trample,1
4586,uprising,1
4189,tangle,1
596,I want to drink with cigarettes unhappy ,1
2700,lethargic,1
1686,flareup,1
2279,incompliant,1
1060,knowledgeable,0
843,dearth,1
4691,wayward,1
3089,occludes,1
4763,wrinkle,1
700,fave,0
672,Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support .1,1
1752,frazzled,1
47,acridly,1
1214,need moodbooster juseyo unhappy  ,1
3621,ruin,1
109,allergy,1
2736,loneliness,1
102,alienated,1
2225,impugn,1
1850,gimmicky,1
2575,irritate,1
533,cataclysmically,1
2272,incompatability,1
352,conveniently,0
4374,unbearablely,1
1140,marveled,0
1576,fallaciously,1
1897,usable,0
912,you guys are entertaining and insightful... and one of the reasons i have been really enjoying LPL a lot more this season :D,0
2582,isolation,1
3394,protesting,1
454,brute,1
1155,mature,0
1202, baby unhappy  (bett,1
4153,sullen,1
444,please talk to me about nct instant message lonely i need to fangirl once in a while okay crying ,1
1528,exhort,1
1292,dissident,1
937,humourous,0
715,covetous,1
2465,instable,1
1610,sincerely,0
1000,inspiration,0
2288,inconsequentially,1
3595,rigidity,1
1898,Maybe? Definitely! happy  Also,0
4250,throbbed,1
1595, flavorful dream ,1
4525,unruly,1
2259,These are for  happy,0
780,Very sad unhappy ,1
2869,misbehavior,1
4252,throbs,1
1440,whaaaaaaaat!!! You and unhappy  ,1
4334,truant,1
1840,ghetto,1
2132,illegitimate,1
1648,soundness,0
175,beautify,0
3335,poorer,1
308,comfortably,0
2046,hobble,1
1282,perfection,0
3509,relentlessly,1
2096,to WIN draw for free download of for Celebrate with us. Developed by for,0
2201,impossible,1
455,brutish,1
1633,fearful,1
2241,Jem did the Dark Star Orianna splash with assistance from Alex! :D She's done lots of splash updates,0
1425,dusty,1
2846,menial,1
1853,ultra-crisp,0
1716,subsidized,0
3428,quibbles,1
703,corrosive,1
831,daunt,1
900,But the dub is what I watch for Pokemon unhappy ,1
1217,obsessions,0
1273,peacekeepers,0
1375,prompt,0
678,Just photoblogged! happy  Re-using old locations,0
436,hawhaw crying  ,1
3432,racist,1
2813,manipulate,1
1033,irresistible,0
243,bullish,0
684,fantastic,0
150,pamura isa because in this very moment,1
4053,stormy,1
1351,Can you PM me ? :D,0
2301,I lost one import quizzz unhappy ,1
890,defiant,1
481,mutual: let's talk more!me: for sure!mutual:  happy  me:.2,0
899,heartwarming,0
2284,incongruous,1
3496,regretful,1
2512,inundate,1
514,cannibalize,1
954,Hi Stefan :)I am pretty confident this is isolated case and I would be glad to help with it.Could you DM me,0
449,dominate,0
766,criticize,1
2552,irrecoverableness,1
1159,memorable,0
2457,insinuation,1
674,consternation,1
1442,emaciated,1
1772,can't wait to see you in that film Karl! I wished you would be here were I'm bu,1
497,unhappy  But if there'll be 1 Silver-that'd be him!,1
501,I WAITED FOR U unhappy ,1
4398,undecided,1
71,I miss you unhappy ,1
1408,radiance,0
833,Too bad i can't watch it unhappy  that cake is cute and looks delicious,1
2584,issues,1
2121,ill-formed,1
2628,killjoy,1
1005,Maybe I do,0
553,chatter,1
1540,I face swapped a cat with a dog and it's really upsetting unhappy  .4,1
1969,winners,0
2543,irony,1
4098,stunted,1
673,conspire,1
3749,semi-retarded,1
1141,i have a goal today happy  i%27m going to accomplish it,0
1134, Anne! happy,0
4386,uncomfy,1
4755,wreaks,1
1636,truuuu!! si grim reaper and sunny huhu grabe love story nila unhappy ,1
2141,illusory,1
328,complimentary,0
2334,indistinguishable,1
4423,unease,1
1715,fooled,1
1543, let alone for free!),1
3781,shatter,1
287,i'm hungry unhappy ,1
37,accusingly,1
1482,erodes,1
40,adoringly,0
3654,salacious,1
1576,secure,0
3174,overshadow,1
4070,stricken,1
2287,inconsequential,1
2015,thanks for the recent follow. Much appreciated happy  Want this?,0
1937,FAT ASS GIRL FAT FETISH760 HOT VIDEOS ONLINE,0
1741,fracture,1
2625,killed,1
933,Its been a good day hey. happy,0
2092,hypocrite,1
902,so my hair iand suandlight versus ando light but I waandt to chaandge it and I duandando if I waandt to go darker or bloandder sad  please help (po ,1
2017,hegemonism,1
1242, ok? :D,0
540,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.12,1
2365,inessential,1
4257,thwart,1
778,Share the love: thanks for being top new followers this week happy.3,0
1751,supreme,0
2180,impertinent,1
1882,unrestricted,0
4688,wasting,1
234,back-woods,1
64,adulterated,1
1155,discourage,1
1693,straighten,0
4230,terrorism,1
1495,My boo))): ,1
4313,travesties,1
714,coupists,1
1531,right,0
812,damages,1
2302,incorrectly,1
1388,dreadful,1
1335,preferably,0
438,diligence,0
1804,Good evening happy,0
3848,slanderous,1
372,bloodthirsty,1
2206,on the way,1
438,broken,1
1739,Currently standing outside the shard with a bag full of empty bottles because I came to work with tom today happy,0
4397,uncreative,1
3136,outmoded,1
637,exellent,0
1798,thrill,0
646,conflict,1
517, I hope it doesn't last too long and you at least get to enjoy the weekend. And happy birthday again happy,0
3367,pricey,1
1743,supple,0
4550,unsupportive,1
592,erudite,0
1893,yes you had smile,0
1582,self-sufficiency,0
586,cloud,1
3112,onerous,1
1761,sustainable,0
479,bumps,1
603,combust,1
3043,non-confidence,1
814,glistening,0
1208,notably,0
1269,What we did after the climax shot happy,0
4055,straggler,1
1594,I'm a building a LLVM backend so,1
782,gained,0
1698,striving,0
2556,irredeemably,1
2179,impersonal,1
3581,revulsion,1
929,delusions,1
877,sociopath full raid gear sad  ,1
937,Don't do that unhappy ,1
2004,heartless,1
1565,satisfies,0
1377,proper,0
1107,disapointed,1
595,coercion,1
2707,liar,1
851,debaucher,1
3713,scrambles,1
515,oh yes happy,0
3719,scratchy,1
782,cruelties,1
338,It's a very cute picture though :D,0
4212,tediously,1
1503,exacerbate,1
889,Hellooo.. happy  pussy (creepz_x),0
1346,donside,1
1975,witty,0
3611,rollercoaster,1
2005,I prefer it to sharm - enjoy it happy  Gouna 20km away is also quite nice - honestly anywhere away from crazy cairo is,0
739,Same. unhappy  I got a 12h stream coming up for my Bday in 8 hours. And I'm still not sleeping. ,1
1192,multi-purpose,0
4281,torturing,1
1834,triumphal,0
111,applaud,0
2187,implausible,1
841,gracious,0
1881,greedy,1
755,Famfrit with and people happy,0
4517,unreasonably,1
1624,fatuity,1
1932,hallucination,1
232,back-logged,1
310,betray,1
1924,hack,1
3091,odd,1
2255,incapably,1
3109,omission,1
4415,undesirable,1
2122,One year ago today unhappy  .1,1
959,impassioned,0
2587,itchy,1
2239,Playoffs rematch complete!  Feels good going to worlds again :D,0
605,Let me eat that cake! :D :P,0
3018,negativity,1
478,ebullient,0
1927,warm,0
1981,mutual: let's talk more!me: for sure!mutual:  happy  me:.3,0
2341,ineffectiveness,1
833,goodwill,0
3363,pretense,1
1007,despot,1
885,hardy,0
1487,replaceable,0
445,distinguished,0
765,freedoms,0
966,depravedly,1
436,brittle,1
4165,suppression,1
49,advantageously,0
2024,mutual: let's talk more!me: for sure!mutual:  happy  me:.9,0
1082,lifesaver,0
4058,straining,1
1127,Did you see this one? happy  Transitional Piece // Chiffon Dress,0
771,frolic,0
4118,submissive,1
337,congratulation,0
2384,infection,1
392,Theres only one thing I want to change about you . Your Last Name happy  ALDUBOnly,0
537,But,0
972,Happy birthday,0
1358,downbeat,1
977,Molly  1. I wish I could have her hair unhappy  2. Cutest Michael girl  milly on the phone 3. HAIIIIIIR  and your lips 4. Friend5. Yes6. -,1
1665,filth,1
4739,worry,1
1084,lighter,0
338,bitterness,1
1772,frigging,1
2533,irking,1
2362,inequities,1
301,coherence,0
2696,less-developed,1
333,bitchy,1
1201,just now I saw. But you did not reply unhappy ,1
1371,drab,1
443,distinction,0
551,A lot of games this month? :D,0
664,cons,1
739,flatteringly,0
661,eye-catch,0
1861,glum,1
267,charm,0
1891,grind,1
869,Thanks for the recent follow Happy to connect happy  have a great Thursday..9,0
1209,noteworthy,0
2547,irrationality,1
1888,grievously,1
1267,disrespectfulness,1
3408,punk,1
123,ardor,0
1028,detesting,1
2315,indefensible,1
346,unhappy  how come people like this have children where's the state intervention ,1
411,boycott,1
2510,intrusion,1
828,darkness,1
2445,insensitively,1
2163,impatiently,1
953,immaculate,0
1910,versatile,0
2052,hopeless,1
2063,horrify,1
165,apocalypse,1
3962,spinster,1
1460,Here is a new thesis by another genius.Sir,0
4097,stunt,1
1172,Yesterday's faci so cute! But he 30+ :(Today's faci is old eeyer,1
2663,lanky,1
396,dazzled,0
914,only take season 9 off ,1
164,awesomely,0
606,commonplace,1
1496,Wish you were here smile,0
1671,stable,0
1779,tantalizingly,0
4693,weaken,1
171,appalled,1
2864,misapprehend,1
617,excel,0
1132,magnificence,0
4670,wallow,1
3947,soreness,1
1012,Only laksa can make me okaay now crying with joy  I need laksa,0
3881,sluggish,1
512,cancerous,1
722,OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY,0
4495,unobserved,1
1867,undisputably,0
2635,kooky,1
757,cripple,1
652,NMD R2's so ugly unhappy  ,1
368,counter-attacks,0
3946,sorely,1
2468,instigators,1
2699,lethal,1
1132, random winner :D Retweet AND LIKE to be able to win happy,0
1096,disaffect,1
1984,pretty happy,0
3544,repulsing,1
434,Helloo :D chammy (shamirakay),0
2835,mediocre,1
6,minah starts crying because of the fans and yura  hyeri make her laugh to cheer her up.. I can't crying with joy,0
2175, rocks. next question - where is my astro unhappy  ? ,1
2178, so I'm super impressed he's got his musical mojo back! Thank you so much happy,0
2860,mire,1
923,HOLY SHIT! 40 pages script of the opening scene of Man Of Steel on Krypton got compressed.I wish I could at least,1
2117, the other half of the time it crashes unhappy  It's embarassing when I' ,1
4740,worrying,1
502,elate,0
401,decent,0
2402,inflexible,1
2292,if josie,0
322,bewilderment,1
406,I NEED A UNICORN FRAPPUCCINO STAT. I JUST FOUND OUT THEY ARE LIMITED TIMEE! unhappy  How much longer?,1
871,hallmarks,0
761,fragrant,0
601,everlasting,0
3159,overdone,1
409,TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another unhappy ,1
249,Super unhappy ,1
3064,obnoxiously,1
2489,inteferes,1
2040,hiss,1
42,ached,1
1707,sturdier,0
1414,I am perfectly happy being single .. Until I see a happy couple :(KISSES TheFashionIcon,1
607,your system does not recognize spaces in last names so for 2nd time unable to check in  forced to wait in unnecessary lines unhappy ,1
2927,mistrustfully,1
622,excellence,0
3168,overplay,1
1787,tenderly,0
1527,rich,0
314,commitment,0
1813,fusty,1
468,eased,0
4533,unsettle,1
3453,rantingly,1
1966,harried,1
145,anti-,1
3768,shaky,1
900,heaven,0
700,Mine hasn't been sending stuff unhappy ,1
504,elatedly,0
624,i don%27t know he looks so cool crying with joy,0
476,ill be at work just a second come on unhappy ,1
14,abscond,1
1481,erode,1
3535,reprovingly,1
134,astonished,0
376,And this tweet made me cry!! crying .1,1
1291,dissidence,1
1347,Let's not forget that it's also Gabriel Tenma White's birthday today!I miss unhappy  ,1
183,I'm job searching and got none so:(ButHedonism i got in abundance,1
2842,menacing,1
1725,success,0
4346,tyrannical,1
3086,obtuse,1
4048,stodgy,1
180,Why would Harvey be going to prison? unhappy ,1
643,Annoyingly the spaces in the variable width version of the C64 font that's available on the internet are wi ,1
1894,upliftingly,0
2153,immodest,1
880,They are family.  It's awful when they go.  Sorry to hear. unhappy ,1
314,Baaaper unhappy  ,1
2144,when will you go here in batangas? sad  ,1
1314,Hey thanks for being top new followers this week! Much appreciated happy.2,0
2470,insubstantial,1
2276,incompetent,1
1561, I released a new video about game genres.RTs are super appreciated happy,0
1753,supurb,0
1637,feckless,1
2640,lackeys,1
192,asperse,1
1622,smartly,0
1727,successful,0
1868,undisputed,0
0,2-faces,1
1247,she is! HAHA but I wanted to look like v unhappy ,1
2014, which is good for him happy.1,0
2066,hostage,1
1076,Nothing could be better happy.2,0
2513,inundated,1
1019,deter,1
3693,scary,1
2074,Wow! My friend Dara shared this from her hubby!!! He looks TERRIFIC. :)Order YOURS here -,0
2619,junky,1
1929,halfhearted,1
1556,saint,0
794,i wasn't saying i read a book today.1,0
2235,inaccurately,1
2488,intefere,1
2319,indeterminate,1
1144,disconsolation,1
3692,scars,1
84,amazed,0
1016,intricate,0
3314,plight,1
752,Definitely my arms unhappy  .9,1
276,cherish,0
1125,disastrous,1
3348,precipitous,1
2115,ill-advised,1
3965,spiteful,1
1805,thumb-up,0
868,halcyon,0
965,depraved,1
1711,Are you also attractive to Liza Soberano? happy,0
4362,unacceptablely,1
1664,splendor,0
2615,juddering,1
1511,revelation,0
2064,horrifying,1
759,cripples,1
617,Thanks for being top engaged community members this week happy  Want this ?,0
2638,lacked,1
2948,monstrosities,1
3447,rancor,1
822,dangerous,1
658,exultant,0
3369,prick,1
771,Goodnight princess,1
3996,squeaky,1
2065, poor mouse unhappy ,1
14,First round exit in 15 minutes followed by 45 of tech crying unhappy  ,1
4406,underestimate,1
1969,harshly,1
3803,showdown,1
1485,renown,0
494,efficiently,0
1224,opulent,0
1936,well-balanced,0
1717,subsidizes,0
2792,malcontented,1
1572,And he said it silence  in Morgan Freeman's voice happy,0
4448,unfounded,1
3316,plotters,1
2186,lexxxxxy unhappy  youre too nice to me instant message really not eek  ,1
187,beneficially,0
1997, it may be open happy,0
4233,testy,1
2280,incomprehensible,1
476,bumped,1
256, beauty and personality. :)KISSES TheFashionIcon,0
293,belligerence,1
2410,infuriating,1
4021,starve,1
594,i want to kiss his nose and tell him i love him sad ,1
2348,inefficient,1
1555,sagely,0
541,cautionary,1
546,enhances,0
1335,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.16,1
4637,villainous,1
1662,fiendish,1
1048,I miss London already unhappy ,1
130,Feeling so shit today unhappy ,1
1733,Did you go all the way to Keem? Have you been up Minaun? That's a good one if you are into extreme driving today smile,0
4530,unscrupulously,1
222,averse,1
693, er,0
1206,disinterest,1
858,grin,0
2517,invalidity,1
2131,smile  So true. For someone who was being recognised for her contribution to fashion,0
271,bastards,1
3718,scratches,1
1203,noble,0
1943,thank you! happy,0
2294,Thanks for the recent follow Happy to connect happy  have a great Thursday..11,0
4414,undersized,1
461, it's such a negative pit of unhappiness,1
1471,rejuvenating,0
1886,upbeat,0
2207,impractical,1
1210,celebrate Hitler's birthday! =D,0
1799,thrilled,0
353,blatantly,1
1755,i think instant message meant to stay single and fix people's relationships my entire life smile,0
1539,rightness,0
2891,misgivings,1
1111,disappointed,1
1629, It really is uplifting and inspiring,0
773, he can't leave us unhappy ,1
1345,domineering,1
81,altruistic,0
986,desiccated,1
1810,timely,0
1593, check her AS:,0
2750,loser,1
1295,dissocial,1
579,enticingly,0
422,dependable,0
331, they're like 90 calories per piece unhappy  ,1
4203,taunting,1
912,deject,1
1486,Can someone buy me a tasbih pls? I don't have one unhappy ,1
4321,tricked,1
1837,genocide,1
1700,stronger,0
1475,thanks for the recent follow.4,0
2683,leaking,1
1125,Bambam talks the most tonight :D,0
330,bigotries,1
2712,lie,1
296,bemoan,1
1756,freakishly,1
595,euphoria,0
1269,peace,0
2374,inexpert,1
1292,Need your help guys crying  ,1
213,austere,1
494,Hey thanks for being top new followers this week! Much appreciated happy.4,0
164,oh my god what the heck i'm so sorry! this was one of my favorites as well unhappy ,1
3982,spoon-fed,1
420,Got a msg! Oops not you unhappy ,1
875,What a sad life it must be,0
741,flawlessly,0
1170,I seriously thought that Coldplay was going to be band like Depeche Mode or U2,1
1146,discontented,1
4324,trivial,1
1838, I really need to build it unhappy ,1
2369,inexcusably,1
1328,disturbingly,1
3651,sagging,1
3925,sneak,1
15,accomplishment,0
1847,gimmicked,1
4731,womanizer,1
1524,I was thinking about how I don't want to go to school and I'm suddenkyfeeling good happy,0
2678,layoff-happy,1
3797,shortchange,1
2046,and he gave me his pass so like i think a while is never unhappy ,1
1382,prosper,0
791,KissWard tagline:tweet with us Pans :)NoOneCanSTOP KissWard,0
542,engrossing,0
2099,Thanks for the recent follow Happy to connect happy  have a great Thursday..1,0
2438,insanely,1
1194,Follow me too unhappy  ,1
4466,unintelligile,1
279,chic,0
118,amputate,1
1197,nice,0
959,True! Khilado kuch unhappy ,1
